Actual,Predicted
2.0669535644271844,2.049744
1.8665846919943478,1.9148587
1.9621117767522813,1.9490501
8.004637909067641,7.778398
6.111541173567913,6.2521033
5.8668554825880594,6.0250597
5.97384821533706,6.144701
7.649713920707518,7.4675593
7.413575520184359,7.3539286
2.802064133790075,2.8387198
1.0335174062587118,1.0372146
0.9509662658394111,0.959123
1.0205186556066377,1.0107968
1.0693182817258946,1.0570177
0.925001734000827,0.9484778
1.225207047864995,1.2072202
2.147848874985177,2.1434057
2.105181768592672,2.090972
1.9054519809331782,1.942704
1.971216338906537,1.9875064
1.996565778453107,1.985481
2.0194037010034473,2.033406
2.2322269039184155,2.2071245
2.23027064650298,2.2243512
1.8615693581042125,1.9064978
1.9594908566128726,1.9349705
1.6027152633081914,1.6637392
7.781909964779168,7.5299015
7.648590083250074,7.6138463
7.818086861932368,7.637233
6.867417819529554,6.933853
7.195054467048699,7.2440495
7.367134419788766,7.2500267
3.453523105179698,3.3998752
1.0855082302930226,1.1016852
0.9155991424947101,0.92984635
1.08947143417122,1.0841596
0.9891430407089365,1.0028327
1.061373651949026,1.0536186
1.0900870334056723,1.0657324
1.8625539452262407,1.8659315
2.152510766981286,2.1284413
2.1403086204094253,2.1094003
2.067004180183641,2.0943856
2.2421281069057164,2.2263157
2.281169756828446,2.253416
2.0411420279521573,2.0571759
2.4763136930167926,2.4293408
1.9853605199482385,1.999783
2.101965536933954,2.1180096
2.186337095547335,2.1425989
8.077324151680543,7.9440255
8.734141476411892,8.584516
6.884048863594768,7.079645
7.598645227814214,7.618103
9.114863637055228,8.742323
6.8547466545905325,6.845604
3.201016274182044,3.2095385
0.9459383198769513,0.9670309
1.0724260968731478,1.0687841
0.9507646850465241,0.97022974
0.9532046913936785,0.97087187
1.0246899426579472,1.0200796
1.0646845692264824,1.076643
1.7873154815214767,1.7828007
2.3026472962738374,2.26637
1.9950598138932192,2.0076485
2.140814353567087,2.1540093
1.901180450482277,1.9327385
1.90045149744201,1.9351737
2.114073830763552,2.1228633
1.8053987912111453,1.868599
2.0113325961661075,2.0060027
1.9428985318669152,1.9433489
2.36030928750893,2.313083
7.777837970582855,7.645678
7.4234191423192355,7.439873
6.551863911400399,6.5560927
7.392421771883502,7.4417853
6.618323940131152,6.725027
6.686701973801182,6.561046
2.834941516730342,2.8544064
0.9542820311425926,0.9671947
0.9703557372006488,0.9863287
0.9375151512329201,0.95170027
0.9161915907447793,0.92209744
1.0575913112477409,1.0634263
0.9817679944813522,1.0022004
1.7382206105671212,1.7644371
1.854344660645038,1.8845845
1.9456549072539657,1.9146332
1.9325157506279549,1.9243696
1.9575661378667981,1.9591454
2.1537140315341863,2.142145
1.9643219655695148,1.9596602
2.1262192484753464,2.058996
2.2178283356532447,2.170336
1.8276343164699274,1.8614341
1.8452097402147845,1.8623831
6.5125129262741215,6.423231
7.694554192577985,7.697662
7.240173904397187,7.195938
7.4235079101167285,7.4108996
6.557064477822258,6.540018
7.670196067946301,7.349454
2.975820915039837,2.955036
0.9675899779732751,0.98726726
1.1128841897186887,1.1000195
1.0125443678575852,1.0089066
0.9834384660795927,0.98881876
1.206424954417173,1.1583539
1.0676879567838662,1.077419
1.7256117647649278,1.7561471
2.0700532444498925,2.0691981
2.010400746981613,1.9713862
2.272823342167964,2.215579
1.8133487829577195,1.8239373
2.0792038049599264,2.0739908
2.090187663843484,2.0739918
2.0215345970355147,2.0249348
1.9755649117454521,2.0083816
2.051833197912888,2.0423863
2.219483311498599,2.1764307
5.760061553200258,5.7596965
7.552058667022118,7.430904
7.278998796873819,7.3261914
8.030243715822754,7.857359
6.769740300621713,6.761031
6.05116674013166,6.0291967
3.3881510040725775,3.316947
1.0869568159259828,1.0884292
1.0851237235012618,1.0944487
1.125718611877062,1.1185013
1.0815808942112681,1.0730205
0.892634854885292,0.91686004
0.899715307987905,0.9271511
2.1401041223848307,2.0692434
2.2142531620439225,2.206435
2.0648217942274876,2.072363
1.9789941664282373,1.979489
2.1551191892063613,2.1156683
2.0949117821134493,2.0913413
1.8231176701282987,1.8747339
1.819422546002669,1.850917
1.8278071002892544,1.8509139
2.1120627213381202,2.078633
1.8185237627985331,1.8516887
7.252583143269417,6.852086
8.031915015847439,7.970477
8.36296360502558,8.165898
6.198727801651158,6.32701
6.608297998568256,6.542265
7.641846653630049,7.411558
2.7850897025027344,2.8714128
0.9962357470268881,1.0142882
1.042640067316984,1.0472347
1.0278932942246866,1.0412035
0.9815144436028138,0.987987
0.8860826272749311,0.90941685
0.9570081231448431,0.97594815
2.11938968329871,2.1072316
2.185348927107235,2.1735868
2.1399177709286334,2.1297653
2.1603699145495194,2.123689
2.03773966515081,2.0275588
1.9966747857706757,2.0085557
1.9747367774122975,1.9886904
2.2393618277223912,2.17857
2.0546014713964253,2.0375454
2.28658142183947,2.2431753
2.1540421112073345,2.124017
8.176568150714052,7.80271
7.4558451062905995,7.43044
7.986042970818614,7.906389
8.091228531488282,7.9273186
7.161950136235961,7.1451397
7.241486801352551,7.23406
3.1162462145693484,3.0520043
1.0141781178588654,1.035977
0.9161822689309214,0.9385043
0.9732222976409892,0.9819732
0.8892633898757627,0.91803867
1.1606627873093431,1.1295358
0.9209420385731419,0.9582594
1.8333401020385882,1.8698505
2.2288606197967047,2.219294
2.1040369558660816,2.076487
2.290994641724864,2.2662504
2.0307962724083826,2.0241587
1.971704190073743,1.9778711
1.8853462948631177,1.9116298
2.1505997171027786,2.1656523
1.9117013813471622,1.9239702
1.985876986974486,2.001555
2.1129930753121973,2.0752614
6.561095588552021,6.482651
8.580737144609403,8.333493
6.855934270772123,7.0213943
7.809654909507196,7.7551475
6.8244980213848905,6.8878474
6.819989562397479,6.764318
2.9619779684058534,2.9719703
0.9469166016605419,0.97687876
0.8599418128721814,0.8707833
0.9511268697411868,0.97279143
1.0517726183057243,1.0446881
0.9501609353330274,0.96710247
1.0873845493929428,1.0860246
2.0745627799505457,2.0285418
2.0163930516995765,2.0385578
1.936185872584093,1.9654394
1.843236103736003,1.8876278
2.391842251404845,2.3726466
1.8972216350289612,1.9292747
1.947877744307198,1.9599161
1.9000277368237037,1.9363725
1.8774965180110705,1.8915349
1.9687349206665972,1.9939239
2.2347407642529533,2.2270427
7.092275165124417,6.8084984
6.451428788707583,6.601459
6.711579677246758,6.6832275
7.763172674820719,7.7473245
6.940588868222164,6.9567847
8.277968800057932,7.9380617
3.1981364573699818,3.2074392
0.920079166908021,0.94118893
0.8137493468002441,0.8512738
0.8073148087747541,0.8448032
0.9140035323826778,0.9347013
0.8964119272803475,0.91140395
1.0685780584446913,1.0708185
1.7109874210194471,1.7201434
2.1293466012900173,2.1385193
2.1926593977495017,2.1539824
1.9409153055109185,1.9515706
2.2514846524265986,2.207395
2.1565136619931775,2.1078236
1.6946120315868847,1.7347358
2.314841930905388,2.2266054
2.168490062886867,2.1402867
2.214431294787732,2.202851
2.2832416990426605,2.2876616
7.176796878854402,6.921991
6.777198278431444,6.713687
6.482611016357967,6.4697533
6.810174533426186,6.809665
7.969376025988004,7.78446
8.546380823885563,8.332369
3.296635816284475,3.2527792
1.1097968347724434,1.1031212
1.0205402704514925,1.0112114
1.0653492551651345,1.0319602
0.9531697631697129,0.95962465
1.0660847606334463,1.0621604
1.1496391829134271,1.1422672
2.195878987591929,2.1295888
2.127753383689555,2.121847
2.130332446668258,2.103791
2.4292193836766933,2.3356404
2.210791676272704,2.1823645
1.9722398009618958,1.9819838
2.044346649106082,1.9968909
1.9360349188679822,1.9571077
1.9939840351374605,1.9947561
2.1741923587216134,2.12652
1.8986603852539472,1.9043256
7.055424106035684,6.7779994
7.123101628271976,7.1208954
7.74473705871689,7.5221934
6.658830580965968,6.62539
8.31673987241017,8.036329
7.418225515587256,7.4499087
2.692632114282231,2.7110054
1.0085364015270182,1.0176637
1.0050493687349324,1.0187944
0.9825831678360797,0.992503
0.8781251760637276,0.89161927
1.0661112738097176,1.0779426
1.0586355465639758,1.0643104
1.7938027810738928,1.7991699
2.1134343319970794,2.0919118
2.06607481162132,2.057477
1.9745525716640384,2.0104074
2.121630847165491,2.0930479
1.7519003492666039,1.7924342
1.7471141338066476,1.7811594
2.2468290446397154,2.1939435
2.373914463235586,2.3256044
2.192114349616057,2.183051
2.073939636138347,2.1120424
6.943453984275437,6.706585
7.40731159366129,7.328621
6.41901275312837,6.5279803
6.478873079536546,6.6029463
7.791496683337746,7.72126
7.376797244345099,7.208582
3.2428422217217165,3.2018561
1.151124113336523,1.1615436
0.9542711403175312,0.97693545
1.0393644007881464,1.0460205
0.989123386479162,0.99561274
0.9787295518883674,0.9690917
0.945105437508164,0.9484756
1.910892607299628,1.9167043
2.0110143137895045,2.0323966
2.2661134963855294,2.229461
2.1783808769970925,2.166224
2.192167287514867,2.1806717
2.311929543810234,2.2684445
2.0567010790200126,2.0169623
1.93151397880407,1.9470989
1.9850788102196932,1.9780407
2.332929053335153,2.3138363
2.0274383227257347,2.0297098
6.336918862889372,6.2426796
6.135669789363778,6.288725
7.662163073428884,7.6312757
6.925147240067662,6.543936
7.429802153847198,7.4154835
8.017198910887892,7.8044662
3.0604391518538803,3.0375268
0.9933708938624322,1.016285
0.9501565887806698,0.96237075
0.9887059949733934,1.0022843
1.0730060064986746,1.0671371
0.9087380665425451,0.9194724
1.0222149408772043,1.0262107
2.3882308065775497,2.3163316
1.906875272119097,1.9523311
2.0893185430028827,2.0883014
2.2848983970785746,2.2668395
2.050504532978016,2.0545485
2.1878346800856803,2.172984
1.8572723267349138,1.89322
1.9087753884783814,1.9238071
1.8327364895532605,1.8615693
2.2137525937484464,2.2082787
2.177170848126779,2.1750243
6.983539652810703,6.8020697
6.964082410355359,6.991902
6.866633468243444,6.907281
6.24948652213744,6.314907
7.890643287628998,7.8389835
6.866854217225508,6.8292794
3.199009489361539,3.1313682
1.0167831929985085,1.0291677
1.0926349610421326,1.0768343
0.9874655784226933,1.0011499
0.963712038010198,0.95322764
1.0569603252044732,1.0602479
1.0414450401939894,1.0380127
2.123700994608286,2.1047297
1.8837688255405116,1.9336885
2.2718700058297006,2.2424827
2.04008044922681,2.0696912
2.182304871098544,2.166994
1.9002177782947365,1.9241118
2.0151399171892135,1.9854182
1.9681571846642563,1.9630555
2.1296963507048012,2.0866501
1.8805036706376332,1.9163924
1.9608747276778982,1.9925147
6.80769899882939,6.5299063
6.529961523761326,6.692185
7.655970577896761,7.584259
7.436312233116124,7.4381747
7.309816622715581,7.322146
7.543633973753707,7.3716626
3.0010596084450305,3.0046453
0.9125043226843876,0.93511975
1.0814461591252917,1.052801
1.0407080392989598,1.0436227
0.940535973028892,0.9503934
1.1241816468791876,1.1151123
0.8769354616101777,0.9102186
2.0614366035218312,2.025866
2.0435042260656067,2.0296147
2.4630164620209003,2.4165142
1.9415079685254968,1.9641677
2.1542088687495435,2.1843116
2.0074350664333065,2.0030441
1.928967920703401,1.9643888
2.066113343505179,2.047974
1.822432203106462,1.864335
2.142454721879647,2.1240394
1.8795392312053851,1.9307727
7.959662128843715,7.603708
7.33032400572235,7.2535844
8.019353195805069,7.9532175
8.302893320614594,8.093332
7.716977635410145,7.570434
6.442653118077977,6.412154
3.7808869207418034,3.6705165
0.9781948777362184,0.99259615
1.0006578611964572,0.97306305
0.9336948579658646,0.91467655
1.0534253864780179,1.0422938
1.0263804274151673,1.0139364
1.1441402415099668,1.1245944
2.1253684194098104,2.0733502
2.188109581772466,2.1833181
2.0213326310322937,2.0630727
2.190164619889018,2.1527455
1.865301056300446,1.9135337
2.6076014144443507,2.5138602
1.9004472928636378,1.8837528
1.8676995159300522,1.9103519
2.0290960324297003,2.0097642
2.1930980801665414,2.2046561
2.0790191499267574,2.0823128
5.208620909108585,5.2896852
7.593771909971755,7.510288
7.0490358816312675,7.06717
6.811355950791842,6.856447
7.293941639838709,7.3306904
7.997941298674911,7.7758226
3.356137256867215,3.4137626
1.0036995890262381,1.0315125
0.9076886666998656,0.9292179
1.0377920856001308,1.0388647
0.9732263866183559,0.9853781
1.0450061875259362,1.060022
1.0433722896718067,1.0671333
1.9704770179650664,1.9787033
2.0275851406282817,2.0666902
1.9683029100604579,1.9601445
2.003012061622951,2.0340157
1.9611230457207527,1.938024
2.2232192118356493,2.2082808
2.236676314785111,2.1824744
2.435137164410755,2.344762
2.0142250511237014,2.0283375
2.4310616991334095,2.3859193
2.198778733933852,2.1698184
6.609896238144119,6.4432826
6.62356395553641,6.724215
6.924383059016448,6.951696
6.586178592784939,6.5795975
7.992817041171037,7.858563
7.5728648623905475,7.478962
3.090964638550347,3.0834856
1.012819004130025,1.0202227
1.0462962902942219,1.0426612
0.9484952297272882,0.9694774
1.014716418168781,0.99725056
1.0839240732782789,1.0843863
0.9731479194303454,0.9872378
1.9174594439024084,1.910175
2.083542769981477,2.0835848
2.3030155857136307,2.2704191
2.0389630962869463,2.0445604
2.091714793972723,2.0995762
1.8940207737057442,1.9129498
2.2318710110320468,2.1734333
1.887978162847684,1.9340919
1.9345306286614592,1.9733402
2.097687836713674,2.1132162
2.1584597849905194,2.158221
7.238093197851499,6.937351
7.882021187437872,7.745401
7.564570524982979,7.474806
6.459367175918288,6.436816
5.978591866138391,6.087294
7.2603380548660805,7.1050835
2.704715912784458,2.7315319
1.0049380261128416,1.0235963
0.9616495602070987,0.9702969
0.9108059805310482,0.92177063
0.9993957992366238,1.0015182
0.8924802801913347,0.91449976
1.0426294775493623,1.0426098
1.8804392240302121,1.866794
1.9108927450314541,1.9388157
2.180254902223397,2.1752179
2.0036541154927154,2.0210764
1.97533940573259,1.9757773
1.7920651811088846,1.8317008
1.9602949764171027,1.9656963
2.0065268398161047,1.9876101
1.8550015987553934,1.8505384
2.0924053587100904,2.0943835
2.266326135053582,2.2367666
6.1594678652396535,6.150225
7.566104146887455,7.4770417
8.095512851985873,7.9189835
6.859421716753053,6.859418
8.022302128814374,7.842676
6.574427467610078,6.552607
3.323973395479645,3.2327325
0.9749898905402872,1.0026941
1.0967226142762256,1.0895019
1.0175024528385845,1.0118129
1.010912659038396,1.0226237
0.9956908136738889,0.99542844
0.993745007480066,1.0074743
1.9775513429207503,1.990015
2.076473368977796,2.048717
1.8574498455556625,1.8904004
1.833382754464667,1.8686879
2.3221101836983475,2.2761333
2.1191895037518425,2.1119428
2.4873176374183075,2.3972678
2.2201959755526874,2.1875668
1.913598811290292,1.9060074
1.969710011679548,1.9978626
1.9566572913903102,1.979717
6.160852449783317,6.000828
7.536490529838119,7.5592737
6.269956244318521,6.465573
6.476781202830862,6.513159
7.156816795123963,7.1996017
7.61688023386602,7.245433
3.229364686553257,3.2148604
0.9422557574175796,0.9730927
0.9242016484369984,0.95138514
1.055332323891413,1.0510554
0.8953767521194433,0.91557765
0.9423678144603562,0.96386325
1.011969145108382,1.0300419
2.114278194622637,2.1081147
1.7061447574134616,1.7537036
2.000542683718359,2.011964
2.1345306376394992,2.0919466
1.9619540856581918,1.9889233
1.9490260419782013,1.9526206
1.985488088496993,2.0187547
2.242651814850417,2.2238111
2.3252903206070283,2.2844112
2.1696445867203917,2.1469533
2.057631174806389,2.0688496
7.658770998157782,7.350394
6.44104337211644,6.5225697
7.581736630354382,7.5556273
6.124687406583633,6.184238
7.258859014281541,7.216137
6.5366622202977265,6.583102
3.016424077187282,3.0157554
0.9570312824410399,0.96839315
1.0002882535785034,1.002823
0.9107737731644103,0.93311167
1.1156970417289418,1.0941346
1.0690059442854936,1.0777191
0.9910813698100478,0.9807421
1.9403166511235619,1.933417
2.024129866684797,2.000401
1.9130594005460246,1.9617923
1.8263050524028284,1.856451
2.0935141951436944,2.0981457
2.0122708643311777,2.0001857
1.8661485609703894,1.8814638
2.3786773896559517,2.3364267
1.9264089380683405,1.9472741
2.248726195465435,2.2580504
2.0193340328450597,2.0341678
7.44968509891427,7.381233
7.261050905358885,7.149105
8.152111763989291,8.036468
7.155500009609057,7.2363696
7.891739336201888,7.7804785
7.774510614943725,7.481235
3.1763870560185,3.2373502
1.0285203668092022,1.0380502
1.0689173222735473,1.0751555
1.0362530361235724,1.0353849
1.0235581896139607,1.0326254
1.0284032732343058,1.0325207
0.9680055590668968,0.99585843
2.1563111439139866,2.1226912
1.9121987419551358,1.953635
1.7808945275496058,1.7814329
1.7945502280188486,1.8089205
2.0938524059262957,2.0695045
2.1527827833236857,2.2061486
1.9696467396956903,1.9462777
1.9957557674467281,2.0101128
2.0153090904708857,2.013547
2.2069791955011144,2.1916313
1.8675263397170632,1.9170336
7.807012905759124,7.3499594
6.979176457631132,6.949269
6.824327252678587,6.910225
6.06913118093981,6.1475945
6.098933841952361,6.2181873
7.43120522413233,7.294057
2.9809411086861597,3.0018954
1.0329648657468145,1.0401018
1.0065456698276125,0.9980525
1.024074229420808,1.027778
1.1497258033829754,1.1395596
1.1089292564141033,1.1103956
1.0123401058846155,1.0327882
2.152633759014477,2.1331096
2.265699311379356,2.2377794
2.1652720455377854,2.1114185
2.1896973762451974,2.1359239
1.9137836270491424,1.9222084
2.2546120807998666,2.2324164
2.500780745220072,2.4426484
2.0587281297374003,2.084886
1.942010493268494,1.949452
2.007664388445447,2.0463822
2.2627744826788994,2.1181598
8.664975221728225,7.941404
6.238055429254583,6.2932115
7.45964343272107,7.3894873
6.801103185037621,6.7601495
7.597055530829114,7.549793
5.995866475263898,5.981251
3.45463998175232,3.3619735
0.9865581563520165,1.0137125
0.8736400163375984,0.8974543
1.0809842991927843,1.0756853
1.0093328255976646,1.021468
1.0652802566643804,1.0687306
1.1294981191688767,1.1278082
2.2417335122967357,2.1870608
2.4161935242413612,2.3858604
2.1905407895917475,2.185576
2.019292613328545,2.0341904
2.159203241354213,2.1399407
2.030893718640411,2.0116088
2.164737164283299,2.1923351
2.1504135125888197,2.1254177
1.9058646770155803,1.9025882
2.124975541319127,2.1233654
2.1416843076757073,2.16318
6.696412398314082,6.606362
8.318657690353053,8.253308
7.842567009897537,7.760907
6.720116859864343,6.721153
7.660262053876251,7.570855
8.185056510618763,7.8126245
3.2298990055866685,3.2414062
