timestamp,date,time_slot,weekday,pc_on,bulb_night_active,heater_on,motor_active,energy_kwh,cost_rs,status
2025-11-20 11:00:00,2025-11-20,11:00-11:59,3,1,0,0,1,3.523,24.66,normal
2025-11-20 12:00:00,2025-11-20,12:00-12:59,3,1,0,0,1,2.968,20.78,normal
2025-11-20 13:00:00,2025-11-20,13:00-13:59,3,1,0,0,1,3.396,23.77,normal
2025-11-20 14:00:00,2025-11-20,14:00-14:59,3,1,0,0,1,3.247,22.73,normal
2025-11-20 15:00:00,2025-11-20,15:00-15:59,3,1,0,0,1,2.969,20.78,normal
2025-11-20 16:00:00,2025-11-20,16:00-16:59,3,1,0,0,1,3.354,23.48,normal
2025-11-20 17:00:00,2025-11-20,17:00-17:59,3,1,0,0,0,0.238,1.67,low_usage
2025-11-20 18:00:00,2025-11-20,18:00-18:59,3,1,1,0,0,0.379,2.65,low_usage
2025-11-20 19:00:00,2025-11-20,19:00-19:59,3,0,1,1,0,2.212,15.48,normal
2025-11-20 20:00:00,2025-11-20,20:00-20:59,3,0,1,1,0,2.063,14.44,normal
2025-11-20 21:00:00,2025-11-20,21:00-21:59,3,0,1,1,0,2.351,16.46,normal
2025-11-20 22:00:00,2025-11-20,22:00-22:59,3,0,1,1,0,2.051,14.35,normal
2025-11-20 23:00:00,2025-11-20,23:00-23:59,3,0,1,1,0,2.308,16.15,normal
2025-11-21 00:00:00,2025-11-21,00:00-00:59,4,0,1,0,0,0.156,1.09,low_usage
2025-11-21 01:00:00,2025-11-21,01:00-01:59,4,0,1,0,0,0.15,1.05,low_usage
2025-11-21 02:00:00,2025-11-21,02:00-02:59,4,0,1,0,0,0.149,1.05,low_usage
2025-11-21 03:00:00,2025-11-21,03:00-03:59,4,0,1,0,0,0.156,1.09,low_usage
2025-11-21 04:00:00,2025-11-21,04:00-04:59,4,0,1,0,0,0.158,1.11,low_usage
2025-11-21 05:00:00,2025-11-21,05:00-05:59,4,0,1,1,0,2.366,16.56,normal
2025-11-21 06:00:00,2025-11-21,06:00-06:59,4,0,1,1,0,2.018,14.12,normal
2025-11-21 07:00:00,2025-11-21,07:00-07:59,4,0,0,1,0,2.168,15.18,normal
2025-11-21 08:00:00,2025-11-21,08:00-08:59,4,0,0,1,0,1.938,13.57,normal
2025-11-21 09:00:00,2025-11-21,09:00-09:59,4,1,0,0,0,0.239,1.67,low_usage
2025-11-21 10:00:00,2025-11-21,10:00-10:59,4,1,0,0,1,3.488,24.42,normal
2025-11-21 11:00:00,2025-11-21,11:00-11:59,4,1,0,0,1,2.991,20.94,normal
2025-11-21 12:00:00,2025-11-21,12:00-12:59,4,1,0,0,1,3.02,21.14,normal
2025-11-21 13:00:00,2025-11-21,13:00-13:59,4,1,0,0,1,3.335,23.35,normal
2025-11-21 14:00:00,2025-11-21,14:00-14:59,4,1,0,0,1,3.482,24.37,normal
2025-11-21 15:00:00,2025-11-21,15:00-15:59,4,1,0,0,1,3.143,22.0,normal
2025-11-21 16:00:00,2025-11-21,16:00-16:59,4,1,0,0,1,3.229,22.6,normal
2025-11-21 17:00:00,2025-11-21,17:00-17:59,4,1,0,0,0,0.239,1.67,low_usage
2025-11-21 18:00:00,2025-11-21,18:00-18:59,4,1,1,0,0,0.393,2.75,low_usage
2025-11-21 19:00:00,2025-11-21,19:00-19:59,4,0,1,1,0,2.35,16.45,normal
2025-11-21 20:00:00,2025-11-21,20:00-20:59,4,0,1,1,0,1.997,13.98,normal
2025-11-21 21:00:00,2025-11-21,21:00-21:59,4,0,1,1,0,2.281,15.96,normal
2025-11-21 22:00:00,2025-11-21,22:00-22:59,4,0,1,1,0,2.287,16.01,normal
2025-11-21 23:00:00,2025-11-21,23:00-23:59,4,0,1,1,0,2.143,15.0,normal
2025-11-22 00:00:00,2025-11-22,00:00-00:59,5,0,1,0,0,0.176,1.23,low_usage
2025-11-22 01:00:00,2025-11-22,01:00-01:59,5,0,1,0,0,0.147,1.03,low_usage
2025-11-22 02:00:00,2025-11-22,02:00-02:59,5,0,1,0,0,0.162,1.13,low_usage
2025-11-22 03:00:00,2025-11-22,03:00-03:59,5,0,1,0,0,0.168,1.18,low_usage
2025-11-22 04:00:00,2025-11-22,04:00-04:59,5,0,1,0,0,0.175,1.23,low_usage
2025-11-22 05:00:00,2025-11-22,05:00-05:59,5,0,1,1,0,2.228,15.59,normal
2025-11-22 06:00:00,2025-11-22,06:00-06:59,5,0,1,1,0,2.274,15.92,normal
2025-11-22 07:00:00,2025-11-22,07:00-07:59,5,0,0,1,0,1.947,13.63,normal
2025-11-22 08:00:00,2025-11-22,08:00-08:59,5,0,0,1,0,1.993,13.95,normal
2025-11-22 09:00:00,2025-11-22,09:00-09:59,5,0,0,0,0,0.0,0.0,low_usage
2025-11-22 10:00:00,2025-11-22,10:00-10:59,5,0,0,0,1,2.988,20.91,normal
2025-11-22 11:00:00,2025-11-22,11:00-11:59,5,0,0,0,1,2.892,20.25,normal
2025-11-22 12:00:00,2025-11-22,12:00-12:59,5,0,0,0,1,3.007,21.05,normal
2025-11-22 13:00:00,2025-11-22,13:00-13:59,5,0,0,0,1,3.07,21.49,normal
2025-11-22 14:00:00,2025-11-22,14:00-14:59,5,0,0,0,1,2.991,20.94,normal
2025-11-22 15:00:00,2025-11-22,15:00-15:59,5,0,0,0,1,3.164,22.15,normal
2025-11-22 16:00:00,2025-11-22,16:00-16:59,5,0,0,0,1,2.854,19.98,normal
2025-11-22 17:00:00,2025-11-22,17:00-17:59,5,0,0,0,0,0.0,0.0,low_usage
2025-11-22 18:00:00,2025-11-22,18:00-18:59,5,0,1,0,0,0.153,1.07,low_usage
2025-11-22 19:00:00,2025-11-22,19:00-19:59,5,0,1,1,0,2.078,14.55,normal
2025-11-22 20:00:00,2025-11-22,20:00-20:59,5,0,1,1,0,2.104,14.73,normal
2025-11-22 21:00:00,2025-11-22,21:00-21:59,5,0,1,1,0,2.33,16.31,normal
2025-11-22 22:00:00,2025-11-22,22:00-22:59,5,0,1,1,0,2.17,15.19,normal
2025-11-22 23:00:00,2025-11-22,23:00-23:59,5,0,1,1,0,2.058,14.41,normal
2025-11-23 00:00:00,2025-11-23,00:00-00:59,6,0,1,0,0,0.164,1.15,low_usage
2025-11-23 01:00:00,2025-11-23,01:00-01:59,6,0,1,0,0,0.169,1.18,low_usage
2025-11-23 02:00:00,2025-11-23,02:00-02:59,6,0,1,0,0,0.159,1.11,low_usage
2025-11-23 03:00:00,2025-11-23,03:00-03:59,6,0,1,0,0,0.176,1.23,low_usage
2025-11-23 04:00:00,2025-11-23,04:00-04:59,6,0,1,0,0,0.174,1.22,low_usage
2025-11-23 05:00:00,2025-11-23,05:00-05:59,6,0,1,1,0,2.066,14.46,normal
2025-11-23 06:00:00,2025-11-23,06:00-06:59,6,0,1,1,0,1.963,13.74,normal
2025-11-23 07:00:00,2025-11-23,07:00-07:59,6,0,0,1,0,1.883,13.18,normal
2025-11-23 08:00:00,2025-11-23,08:00-08:59,6,0,0,1,0,2.159,15.11,normal
2025-11-23 09:00:00,2025-11-23,09:00-09:59,6,0,0,0,0,0.0,0.0,low_usage
2025-11-23 10:00:00,2025-11-23,10:00-10:59,6,0,0,0,1,2.885,20.2,normal
2025-11-23 11:00:00,2025-11-23,11:00-11:59,6,0,0,0,1,2.958,20.7,normal
2025-11-23 12:00:00,2025-11-23,12:00-12:59,6,0,0,0,1,3.284,22.99,normal
2025-11-23 13:00:00,2025-11-23,13:00-13:59,6,0,0,0,1,2.737,19.16,normal
2025-11-23 14:00:00,2025-11-23,14:00-14:59,6,0,0,0,1,3.177,22.24,normal
2025-11-23 15:00:00,2025-11-23,15:00-15:59,6,0,0,0,1,3.054,21.38,normal
2025-11-23 16:00:00,2025-11-23,16:00-16:59,6,0,0,0,1,3.25,22.75,normal
2025-11-23 17:00:00,2025-11-23,17:00-17:59,6,0,0,0,0,0.0,0.0,low_usage
2025-11-23 18:00:00,2025-11-23,18:00-18:59,6,0,1,0,0,0.166,1.16,low_usage
2025-11-23 19:00:00,2025-11-23,19:00-19:59,6,0,1,1,0,2.055,14.38,normal
2025-11-23 20:00:00,2025-11-23,20:00-20:59,6,0,1,1,0,2.007,14.05,normal
2025-11-23 21:00:00,2025-11-23,21:00-21:59,6,0,1,1,0,1.978,13.85,normal
2025-11-23 22:00:00,2025-11-23,22:00-22:59,6,0,1,1,0,2.105,14.74,normal
2025-11-23 23:00:00,2025-11-23,23:00-23:59,6,0,1,1,0,2.249,15.74,normal
2025-11-24 00:00:00,2025-11-24,00:00-00:59,0,0,1,0,0,0.151,1.05,low_usage
2025-11-24 01:00:00,2025-11-24,01:00-01:59,0,0,1,0,0,0.166,1.16,low_usage
2025-11-24 02:00:00,2025-11-24,02:00-02:59,0,0,1,0,0,0.144,1.01,low_usage
2025-11-24 03:00:00,2025-11-24,03:00-03:59,0,0,1,0,0,0.144,1.01,low_usage
2025-11-24 04:00:00,2025-11-24,04:00-04:59,0,0,1,0,0,0.17,1.19,low_usage
2025-11-24 05:00:00,2025-11-24,05:00-05:59,0,0,1,1,0,2.181,15.27,normal
2025-11-24 06:00:00,2025-11-24,06:00-06:59,0,0,1,1,0,2.009,14.06,normal
2025-11-24 07:00:00,2025-11-24,07:00-07:59,0,0,0,1,0,1.864,13.05,normal
2025-11-24 08:00:00,2025-11-24,08:00-08:59,0,0,0,1,0,1.897,13.28,normal
2025-11-24 09:00:00,2025-11-24,09:00-09:59,0,1,0,0,0,0.238,1.67,low_usage
2025-11-24 10:00:00,2025-11-24,10:00-10:59,0,1,0,0,1,3.382,23.67,normal
2025-11-24 11:00:00,2025-11-24,11:00-11:59,0,1,0,0,1,3.013,21.09,normal
2025-11-24 12:00:00,2025-11-24,12:00-12:59,0,1,0,0,1,3.518,24.63,normal
2025-11-24 13:00:00,2025-11-24,13:00-13:59,0,1,0,0,1,2.955,20.68,normal
2025-11-24 14:00:00,2025-11-24,14:00-14:59,0,1,0,0,1,3.365,23.56,normal
2025-11-24 15:00:00,2025-11-24,15:00-15:59,0,1,0,0,1,3.071,21.5,normal
2025-11-24 16:00:00,2025-11-24,16:00-16:59,0,1,0,0,1,3.384,23.69,normal
2025-11-24 17:00:00,2025-11-24,17:00-17:59,0,1,0,0,0,0.218,1.53,low_usage
2025-11-24 18:00:00,2025-11-24,18:00-18:59,0,1,1,0,0,0.398,2.79,low_usage
2025-11-24 19:00:00,2025-11-24,19:00-19:59,0,0,1,1,0,2.255,15.78,normal
2025-11-24 20:00:00,2025-11-24,20:00-20:59,0,0,1,1,0,2.056,14.39,normal
2025-11-24 21:00:00,2025-11-24,21:00-21:59,0,0,1,1,0,2.175,15.22,normal
2025-11-24 22:00:00,2025-11-24,22:00-22:59,0,0,1,1,0,2.348,16.44,normal
2025-11-24 23:00:00,2025-11-24,23:00-23:59,0,0,1,1,0,2.338,16.36,normal
2025-11-25 00:00:00,2025-11-25,00:00-00:59,1,0,1,0,0,0.157,1.1,low_usage
2025-11-25 01:00:00,2025-11-25,01:00-01:59,1,0,1,0,0,0.155,1.09,low_usage
2025-11-25 02:00:00,2025-11-25,02:00-02:59,1,0,1,0,0,0.171,1.2,low_usage
2025-11-25 03:00:00,2025-11-25,03:00-03:59,1,0,1,0,0,0.163,1.14,low_usage
2025-11-25 04:00:00,2025-11-25,04:00-04:59,1,0,1,0,0,0.165,1.16,low_usage
2025-11-25 05:00:00,2025-11-25,05:00-05:59,1,0,1,1,0,2.324,16.27,normal
2025-11-25 06:00:00,2025-11-25,06:00-06:59,1,0,1,1,0,2.071,14.49,normal
2025-11-25 07:00:00,2025-11-25,07:00-07:59,1,0,0,1,0,1.955,13.69,normal
2025-11-25 08:00:00,2025-11-25,08:00-08:59,1,0,0,1,0,2.102,14.71,normal
2025-11-25 09:00:00,2025-11-25,09:00-09:59,1,1,0,0,0,0.199,1.4,low_usage
2025-11-25 10:00:00,2025-11-25,10:00-10:59,1,1,0,0,1,3.437,24.06,normal
2025-11-25 11:00:00,2025-11-25,11:00-11:59,1,1,0,0,1,3.462,24.23,normal
2025-11-25 12:00:00,2025-11-25,12:00-12:59,1,1,0,0,1,3.388,23.71,normal
2025-11-25 13:00:00,2025-11-25,13:00-13:59,1,1,0,0,1,3.348,23.43,normal
2025-11-25 14:00:00,2025-11-25,14:00-14:59,1,1,0,0,1,3.063,21.44,normal
2025-11-25 15:00:00,2025-11-25,15:00-15:59,1,1,0,0,1,3.533,24.73,normal
2025-11-25 16:00:00,2025-11-25,16:00-16:59,1,1,0,0,1,3.103,21.72,normal
2025-11-25 17:00:00,2025-11-25,17:00-17:59,1,1,0,0,0,0.241,1.68,low_usage
2025-11-25 18:00:00,2025-11-25,18:00-18:59,1,1,1,0,0,0.379,2.65,low_usage
2025-11-25 19:00:00,2025-11-25,19:00-19:59,1,0,1,1,0,1.996,13.97,normal
2025-11-25 20:00:00,2025-11-25,20:00-20:59,1,0,1,1,0,1.991,13.94,normal
2025-11-25 21:00:00,2025-11-25,21:00-21:59,1,0,1,1,0,2.243,15.7,normal
2025-11-25 22:00:00,2025-11-25,22:00-22:59,1,0,1,1,0,2.159,15.11,normal
2025-11-25 23:00:00,2025-11-25,23:00-23:59,1,0,1,1,0,2.162,15.13,normal
2025-11-26 00:00:00,2025-11-26,00:00-00:59,2,0,1,0,0,0.146,1.02,low_usage
2025-11-26 01:00:00,2025-11-26,01:00-01:59,2,0,1,0,0,0.162,1.13,low_usage
2025-11-26 02:00:00,2025-11-26,02:00-02:59,2,0,1,0,0,0.153,1.07,low_usage
2025-11-26 03:00:00,2025-11-26,03:00-03:59,2,0,1,0,0,0.148,1.03,low_usage
2025-11-26 04:00:00,2025-11-26,04:00-04:59,2,0,1,0,0,0.17,1.19,low_usage
2025-11-26 05:00:00,2025-11-26,05:00-05:59,2,0,1,1,0,2.328,16.29,normal
2025-11-26 06:00:00,2025-11-26,06:00-06:59,2,0,1,1,0,2.238,15.66,normal
2025-11-26 07:00:00,2025-11-26,07:00-07:59,2,0,0,1,0,2.063,14.44,normal
2025-11-26 08:00:00,2025-11-26,08:00-08:59,2,0,0,1,0,1.99,13.93,normal
2025-11-26 09:00:00,2025-11-26,09:00-09:59,2,1,0,0,0,0.241,1.68,low_usage
2025-11-26 10:00:00,2025-11-26,10:00-10:59,2,1,0,0,1,3.478,24.35,normal
2025-11-26 11:00:00,2025-11-26,11:00-11:59,2,1,0,0,1,3.467,24.27,normal
2025-11-26 12:00:00,2025-11-26,12:00-12:59,2,1,0,0,1,3.347,23.43,normal
2025-11-26 13:00:00,2025-11-26,13:00-13:59,2,1,0,0,1,3.129,21.9,normal
2025-11-26 14:00:00,2025-11-26,14:00-14:59,2,1,0,0,1,3.391,23.74,normal
2025-11-26 15:00:00,2025-11-26,15:00-15:59,2,1,0,0,1,3.39,23.73,normal
2025-11-26 16:00:00,2025-11-26,16:00-16:59,2,1,0,0,1,2.942,20.6,normal
2025-11-26 17:00:00,2025-11-26,17:00-17:59,2,1,0,0,0,0.225,1.57,low_usage
2025-11-26 18:00:00,2025-11-26,18:00-18:59,2,1,1,0,0,0.367,2.57,low_usage
2025-11-26 19:00:00,2025-11-26,19:00-19:59,2,0,1,1,0,2.001,14.01,normal
2025-11-26 20:00:00,2025-11-26,20:00-20:59,2,0,1,1,0,2.023,14.16,normal
2025-11-26 21:00:00,2025-11-26,21:00-21:59,2,0,1,1,0,2.338,16.36,normal
2025-11-26 22:00:00,2025-11-26,22:00-22:59,2,0,1,1,0,2.108,14.76,normal
2025-11-26 23:00:00,2025-11-26,23:00-23:59,2,0,1,1,0,2.084,14.58,normal
2025-11-27 00:00:00,2025-11-27,00:00-00:59,3,0,1,0,0,0.152,1.06,low_usage
2025-11-27 01:00:00,2025-11-27,01:00-01:59,3,0,1,0,0,0.158,1.11,low_usage
2025-11-27 02:00:00,2025-11-27,02:00-02:59,3,0,1,0,0,0.17,1.19,low_usage
2025-11-27 03:00:00,2025-11-27,03:00-03:59,3,0,1,0,0,0.149,1.04,low_usage
2025-11-27 04:00:00,2025-11-27,04:00-04:59,3,0,1,0,0,0.169,1.18,low_usage
2025-11-27 05:00:00,2025-11-27,05:00-05:59,3,0,1,1,0,1.957,13.7,normal
2025-11-27 06:00:00,2025-11-27,06:00-06:59,3,0,1,1,0,2.167,15.17,normal
2025-11-27 07:00:00,2025-11-27,07:00-07:59,3,0,0,1,0,1.992,13.95,normal
2025-11-27 08:00:00,2025-11-27,08:00-08:59,3,0,0,1,0,1.861,13.03,normal
2025-11-27 09:00:00,2025-11-27,09:00-09:59,3,1,0,0,0,0.209,1.46,low_usage
2025-11-27 10:00:00,2025-11-27,10:00-10:59,3,1,0,0,1,3.156,22.09,normal
2025-11-27 11:00:00,2025-11-27,11:00-11:59,3,1,0,0,1,3.064,21.45,normal
2025-11-27 12:00:00,2025-11-27,12:00-12:59,3,1,0,0,1,3.15,22.05,normal
2025-11-27 13:00:00,2025-11-27,13:00-13:59,3,1,0,0,1,2.958,20.7,normal
2025-11-27 14:00:00,2025-11-27,14:00-14:59,3,1,0,0,1,2.938,20.57,normal
2025-11-27 15:00:00,2025-11-27,15:00-15:59,3,1,0,0,1,3.249,22.74,normal
2025-11-27 16:00:00,2025-11-27,16:00-16:59,3,1,0,0,1,3.003,21.02,normal
2025-11-27 17:00:00,2025-11-27,17:00-17:59,3,1,0,0,0,0.206,1.44,low_usage
2025-11-27 18:00:00,2025-11-27,18:00-18:59,3,1,1,0,0,0.355,2.49,low_usage
2025-11-27 19:00:00,2025-11-27,19:00-19:59,3,0,1,1,0,2.3,16.1,normal
2025-11-27 20:00:00,2025-11-27,20:00-20:59,3,0,1,1,0,2.074,14.51,normal
2025-11-27 21:00:00,2025-11-27,21:00-21:59,3,0,1,1,0,2.341,16.39,normal
2025-11-27 22:00:00,2025-11-27,22:00-22:59,3,0,1,1,0,2.166,15.17,normal
2025-11-27 23:00:00,2025-11-27,23:00-23:59,3,0,1,1,0,2.351,16.46,normal
2025-11-28 00:00:00,2025-11-28,00:00-00:59,4,0,1,0,0,0.16,1.12,low_usage
2025-11-28 01:00:00,2025-11-28,01:00-01:59,4,0,1,0,0,0.154,1.08,low_usage
2025-11-28 02:00:00,2025-11-28,02:00-02:59,4,0,1,0,0,0.154,1.08,low_usage
2025-11-28 03:00:00,2025-11-28,03:00-03:59,4,0,1,0,0,0.154,1.08,low_usage
2025-11-28 04:00:00,2025-11-28,04:00-04:59,4,0,1,0,0,0.166,1.16,low_usage
2025-11-28 05:00:00,2025-11-28,05:00-05:59,4,0,1,1,0,2.339,16.37,normal
2025-11-28 06:00:00,2025-11-28,06:00-06:59,4,0,1,1,0,2.343,16.4,normal
2025-11-28 07:00:00,2025-11-28,07:00-07:59,4,0,0,1,0,1.892,13.24,normal
2025-11-28 08:00:00,2025-11-28,08:00-08:59,4,0,0,1,0,2.116,14.81,normal
2025-11-28 09:00:00,2025-11-28,09:00-09:59,4,1,0,0,0,0.221,1.55,low_usage
2025-11-28 10:00:00,2025-11-28,10:00-10:59,4,1,0,0,1,3.023,21.16,normal
2025-11-28 11:00:00,2025-11-28,11:00-11:59,4,1,0,0,1,2.893,20.25,normal
2025-11-28 12:00:00,2025-11-28,12:00-12:59,4,1,0,0,1,3.392,23.75,normal
2025-11-28 13:00:00,2025-11-28,13:00-13:59,4,1,0,0,1,3.084,21.58,normal
2025-11-28 14:00:00,2025-11-28,14:00-14:59,4,1,0,0,1,3.452,24.17,normal
2025-11-28 15:00:00,2025-11-28,15:00-15:59,4,1,0,0,1,3.071,21.5,normal
2025-11-28 16:00:00,2025-11-28,16:00-16:59,4,1,0,0,1,3.336,23.35,normal
2025-11-28 17:00:00,2025-11-28,17:00-17:59,4,1,0,0,0,0.203,1.42,low_usage
2025-11-28 18:00:00,2025-11-28,18:00-18:59,4,1,1,0,0,0.4,2.8,low_usage
2025-11-28 19:00:00,2025-11-28,19:00-19:59,4,0,1,1,0,2.111,14.77,normal
2025-11-28 20:00:00,2025-11-28,20:00-20:59,4,0,1,1,0,2.032,14.22,normal
2025-11-28 21:00:00,2025-11-28,21:00-21:59,4,0,1,1,0,2.284,15.99,normal
2025-11-28 22:00:00,2025-11-28,22:00-22:59,4,0,1,1,0,2.187,15.31,normal
2025-11-28 23:00:00,2025-11-28,23:00-23:59,4,0,1,1,0,2.071,14.49,normal
2025-11-29 00:00:00,2025-11-29,00:00-00:59,5,0,1,0,0,0.167,1.17,low_usage
2025-11-29 01:00:00,2025-11-29,01:00-01:59,5,0,1,0,0,0.162,1.14,low_usage
2025-11-29 02:00:00,2025-11-29,02:00-02:59,5,0,1,0,0,0.15,1.05,low_usage
2025-11-29 03:00:00,2025-11-29,03:00-03:59,5,0,1,0,0,0.167,1.17,low_usage
2025-11-29 04:00:00,2025-11-29,04:00-04:59,5,0,1,0,0,0.165,1.16,low_usage
2025-11-29 05:00:00,2025-11-29,05:00-05:59,5,0,1,1,0,2.249,15.74,normal
2025-11-29 06:00:00,2025-11-29,06:00-06:59,5,0,1,1,0,2.255,15.79,normal
2025-11-29 07:00:00,2025-11-29,07:00-07:59,5,0,0,1,0,2.015,14.1,normal
2025-11-29 08:00:00,2025-11-29,08:00-08:59,5,0,0,1,0,1.864,13.05,normal
2025-11-29 09:00:00,2025-11-29,09:00-09:59,5,0,0,0,0,0.0,0.0,low_usage
2025-11-29 10:00:00,2025-11-29,10:00-10:59,5,0,0,0,1,3.189,22.33,normal
2025-11-29 11:00:00,2025-11-29,11:00-11:59,5,0,0,0,1,2.993,20.95,normal
2025-11-29 12:00:00,2025-11-29,12:00-12:59,5,0,0,0,1,2.997,20.98,normal
2025-11-29 13:00:00,2025-11-29,13:00-13:59,5,0,0,0,1,3.01,21.07,normal
2025-11-29 14:00:00,2025-11-29,14:00-14:59,5,0,0,0,1,3.171,22.2,normal
2025-11-29 15:00:00,2025-11-29,15:00-15:59,5,0,0,0,1,2.923,20.46,normal
2025-11-29 16:00:00,2025-11-29,16:00-16:59,5,0,0,0,1,2.741,19.19,normal
2025-11-29 17:00:00,2025-11-29,17:00-17:59,5,0,0,0,0,0.0,0.0,low_usage
2025-11-29 18:00:00,2025-11-29,18:00-18:59,5,0,1,0,0,0.148,1.03,low_usage
2025-11-29 19:00:00,2025-11-29,19:00-19:59,5,0,1,1,0,2.046,14.32,normal
2025-11-29 20:00:00,2025-11-29,20:00-20:59,5,0,1,1,0,2.16,15.12,normal
2025-11-29 21:00:00,2025-11-29,21:00-21:59,5,0,1,1,0,1.964,13.75,normal
2025-11-29 22:00:00,2025-11-29,22:00-22:59,5,0,1,1,0,2.288,16.02,normal
2025-11-29 23:00:00,2025-11-29,23:00-23:59,5,0,1,1,0,1.965,13.75,normal
