timestamp,date,hour,actual_power_w,predicted_power_w,actual_kwh,predicted_kwh,voltage,current_a,cost_inr,carbon_kg,anomaly,status
2025-11-20T18:00:00,2025-11-20,18,3750.47,3708.17,3.7505,3.7082,222.7,18.337,26.25,2.6853,False,normal
2025-11-20T19:00:00,2025-11-20,19,1892.28,1822.08,1.8923,1.8221,225.67,8.747,13.25,1.3549,False,normal
2025-11-20T20:00:00,2025-11-20,20,3000.07,3296.22,3.0001,3.2962,215.09,14.249,21.0,2.148,False,normal
2025-11-20T21:00:00,2025-11-20,21,4382.02,4674.54,4.382,4.6745,213.31,22.571,30.67,3.1375,True,anomaly
2025-11-20T22:00:00,2025-11-20,22,3516.56,3366.31,3.5166,3.3663,225.94,17.091,24.62,2.5179,True,anomaly
2025-11-20T23:00:00,2025-11-20,23,1603.22,1572.44,1.6032,1.5724,224.97,7.293,11.22,1.1479,False,normal
2025-11-21T00:00:00,2025-11-21,0,2614.49,2560.5,2.6145,2.5605,226.26,13.749,18.3,1.872,True,anomaly
2025-11-21T01:00:00,2025-11-21,1,1365.82,1336.72,1.3658,1.3367,230.16,7.216,9.56,0.9779,False,normal
2025-11-21T02:00:00,2025-11-21,2,0.0,0.0,0.0,0.0,216.87,0.0,0.0,0.0,False,normal
2025-11-21T03:00:00,2025-11-21,3,252.75,232.72,0.2527,0.2327,213.16,1.341,1.77,0.181,False,normal
2025-11-21T04:00:00,2025-11-21,4,0.0,0.0,0.0,0.0,217.28,0.0,0.0,0.0,False,normal
2025-11-21T05:00:00,2025-11-21,5,1436.08,1318.24,1.4361,1.3182,227.87,7.309,10.05,1.0282,True,anomaly
2025-11-21T06:00:00,2025-11-21,6,2271.96,2118.89,2.272,2.1189,213.39,10.883,15.9,1.6267,False,normal
2025-11-21T07:00:00,2025-11-21,7,2872.94,2927.24,2.8729,2.9272,211.62,13.847,20.11,2.057,False,normal
2025-11-21T08:00:00,2025-11-21,8,4624.42,3974.82,4.6244,3.9748,223.91,24.482,32.37,3.3111,True,anomaly
2025-11-21T09:00:00,2025-11-21,9,4936.86,4465.8,4.9369,4.4658,226.87,24.391,34.56,3.5348,True,anomaly
2025-11-21T10:00:00,2025-11-21,10,3448.0,3557.5,3.448,3.5575,226.92,17.215,24.14,2.4688,False,normal
2025-11-21T11:00:00,2025-11-21,11,1638.96,1552.18,1.639,1.5522,215.81,8.107,11.47,1.1735,False,normal
2025-11-21T12:00:00,2025-11-21,12,4878.25,3830.8,4.8783,3.8308,221.56,23.566,34.15,3.4928,True,anomaly
2025-11-21T13:00:00,2025-11-21,13,3337.76,3253.98,3.3378,3.254,219.06,17.343,23.36,2.3898,True,anomaly
2025-11-21T14:00:00,2025-11-21,14,2958.53,2730.43,2.9585,2.7304,229.18,15.528,20.71,2.1183,False,normal
2025-11-21T15:00:00,2025-11-21,15,3318.83,3496.89,3.3188,3.4969,212.85,16.649,23.23,2.3763,False,normal
2025-11-21T16:00:00,2025-11-21,16,1713.68,1451.47,1.7137,1.4515,219.22,7.928,12.0,1.227,False,normal
2025-11-21T17:00:00,2025-11-21,17,3513.17,3424.87,3.5132,3.4249,211.08,17.119,24.59,2.5154,False,normal
2025-11-21T18:00:00,2025-11-21,18,3098.41,3114.64,3.0984,3.1146,214.56,14.572,21.69,2.2185,False,normal
2025-11-21T19:00:00,2025-11-21,19,3275.31,3102.83,3.2753,3.1028,228.18,16.932,22.93,2.3451,False,normal
2025-11-21T20:00:00,2025-11-21,20,5141.87,5443.06,5.1419,5.4431,212.6,24.41,35.99,3.6816,False,normal
2025-11-21T21:00:00,2025-11-21,21,3264.54,3301.13,3.2645,3.3011,212.54,15.802,22.85,2.3374,True,anomaly
2025-11-21T22:00:00,2025-11-21,22,3317.03,3266.78,3.317,3.2668,223.41,16.821,23.22,2.375,True,anomaly
2025-11-21T23:00:00,2025-11-21,23,261.33,250.43,0.2613,0.2504,224.62,1.196,1.83,0.1871,False,normal
2025-11-22T00:00:00,2025-11-22,0,86.18,88.11,0.0862,0.0881,218.58,0.429,0.6,0.0617,False,normal
2025-11-22T01:00:00,2025-11-22,1,1517.89,1497.84,1.5179,1.4978,217.12,7.796,10.63,1.0868,True,anomaly
2025-11-22T02:00:00,2025-11-22,2,1776.08,1923.73,1.7761,1.9237,210.05,8.872,12.43,1.2717,False,normal
2025-11-22T03:00:00,2025-11-22,3,1447.27,1379.13,1.4473,1.3791,225.57,7.107,10.13,1.0362,False,normal
2025-11-22T04:00:00,2025-11-22,4,85.51,84.87,0.0855,0.0849,226.44,0.445,0.6,0.0612,False,normal
2025-11-22T05:00:00,2025-11-22,5,87.84,96.51,0.0878,0.0965,213.17,0.451,0.61,0.0629,False,normal
2025-11-22T06:00:00,2025-11-22,6,3018.96,3201.2,3.019,3.2012,218.39,16.065,21.13,2.1616,False,normal
2025-11-22T07:00:00,2025-11-22,7,3249.1,3460.28,3.2491,3.4603,223.94,14.766,22.74,2.3264,False,normal
2025-11-22T08:00:00,2025-11-22,8,3239.47,3096.68,3.2395,3.0967,211.92,17.036,22.68,2.3195,False,normal
2025-11-22T09:00:00,2025-11-22,9,4953.38,4666.63,4.9534,4.6666,224.73,23.758,34.67,3.5466,True,anomaly
2025-11-22T10:00:00,2025-11-22,10,4573.59,4279.2,4.5736,4.2792,220.18,22.451,32.02,3.2747,True,anomaly
2025-11-22T11:00:00,2025-11-22,11,4786.49,4368.71,4.7865,4.3687,221.59,23.343,33.51,3.4271,False,normal
2025-11-22T12:00:00,2025-11-22,12,3658.98,3532.66,3.659,3.5327,222.53,16.855,25.61,2.6198,False,normal
2025-11-22T13:00:00,2025-11-22,13,1397.92,1620.49,1.3979,1.6205,230.97,6.425,9.79,1.0009,False,normal
2025-11-22T14:00:00,2025-11-22,14,2073.77,1872.95,2.0738,1.873,213.8,10.218,14.52,1.4848,False,normal
2025-11-22T15:00:00,2025-11-22,15,2147.42,2060.13,2.1474,2.0601,226.42,10.591,15.03,1.5375,False,normal
2025-11-22T16:00:00,2025-11-22,16,3300.76,3252.18,3.3008,3.2522,226.63,15.447,23.11,2.3633,False,normal
2025-11-22T17:00:00,2025-11-22,17,3082.36,2901.34,3.0824,2.9013,216.95,15.365,21.58,2.207,False,normal
2025-11-22T18:00:00,2025-11-22,18,4515.17,3916.98,4.5152,3.917,225.27,23.919,31.61,3.2329,False,normal
2025-11-22T19:00:00,2025-11-22,19,3649.51,3760.36,3.6495,3.7604,217.22,16.99,25.55,2.613,False,normal
2025-11-22T20:00:00,2025-11-22,20,4532.09,5010.58,4.5321,5.0106,223.17,24.012,31.72,3.245,False,normal
2025-11-22T21:00:00,2025-11-22,21,3170.63,3403.3,3.1706,3.4033,230.06,16.011,22.19,2.2702,True,anomaly
2025-11-22T22:00:00,2025-11-22,22,5108.5,5729.78,5.1085,5.7298,228.77,24.11,35.76,3.6577,True,anomaly
2025-11-22T23:00:00,2025-11-22,23,2700.9,2405.52,2.7009,2.4055,220.2,12.828,18.91,1.9338,True,anomaly
2025-11-23T00:00:00,2025-11-23,0,1770.23,1874.21,1.7702,1.8742,227.15,9.087,12.39,1.2675,True,anomaly
2025-11-23T01:00:00,2025-11-23,1,1767.12,1668.31,1.7671,1.6683,217.73,8.806,12.37,1.2653,False,normal
2025-11-23T02:00:00,2025-11-23,2,376.09,337.57,0.3761,0.3376,222.55,1.722,2.63,0.2693,False,normal
2025-11-23T03:00:00,2025-11-23,3,1427.52,1295.11,1.4275,1.2951,216.89,6.548,9.99,1.0221,True,anomaly
2025-11-23T04:00:00,2025-11-23,4,1365.1,1495.47,1.3651,1.4955,213.97,6.648,9.56,0.9774,False,normal
2025-11-23T05:00:00,2025-11-23,5,1917.06,2151.27,1.9171,2.1513,228.4,8.937,13.42,1.3726,True,anomaly
2025-11-23T06:00:00,2025-11-23,6,4483.41,4538.08,4.4834,4.5381,228.1,22.944,31.38,3.2101,True,anomaly
2025-11-23T07:00:00,2025-11-23,7,5098.94,5026.04,5.0989,5.026,228.78,23.853,35.69,3.6508,True,anomaly
2025-11-23T08:00:00,2025-11-23,8,3493.3,3427.34,3.4933,3.4273,220.74,16.174,24.45,2.5012,False,normal
2025-11-23T09:00:00,2025-11-23,9,1663.94,1692.84,1.6639,1.6928,223.35,7.645,11.65,1.1914,False,normal
2025-11-23T10:00:00,2025-11-23,10,3012.36,3061.78,3.0124,3.0618,228.17,15.287,21.09,2.1568,False,normal
2025-11-23T11:00:00,2025-11-23,11,4999.08,5325.38,4.9991,5.3254,219.59,24.733,34.99,3.5793,True,anomaly
2025-11-23T12:00:00,2025-11-23,12,0.0,0.0,0.0,0.0,217.94,0.0,0.0,0.0,False,normal
2025-11-23T13:00:00,2025-11-23,13,2933.39,2996.08,2.9334,2.9961,228.76,15.434,20.53,2.1003,False,normal
2025-11-23T14:00:00,2025-11-23,14,5002.69,4888.24,5.0027,4.8882,218.36,23.012,35.02,3.5819,False,normal
2025-11-23T15:00:00,2025-11-23,15,4556.93,4504.33,4.5569,4.5043,223.98,23.72,31.9,3.2628,False,normal
2025-11-23T16:00:00,2025-11-23,16,3314.48,3358.97,3.3145,3.359,221.13,15.856,23.2,2.3732,False,normal
2025-11-23T17:00:00,2025-11-23,17,3686.27,4113.11,3.6863,4.1131,227.85,17.111,25.8,2.6394,False,normal
2025-11-23T18:00:00,2025-11-23,18,1946.44,2241.65,1.9464,2.2417,223.57,10.31,13.63,1.3937,False,normal
2025-11-23T19:00:00,2025-11-23,19,4992.14,5259.98,4.9921,5.26,217.74,24.459,34.95,3.5744,False,normal
2025-11-23T20:00:00,2025-11-23,20,3569.22,3387.27,3.5692,3.3873,213.22,17.522,24.98,2.5556,False,normal
2025-11-23T21:00:00,2025-11-23,21,63.07,59.29,0.0631,0.0593,222.62,0.29,0.44,0.0452,False,normal
2025-11-23T22:00:00,2025-11-23,22,149.86,148.74,0.1499,0.1487,228.9,0.754,1.05,0.1073,False,normal
2025-11-23T23:00:00,2025-11-23,23,1370.57,1231.7,1.3706,1.2317,217.71,6.836,9.59,0.9813,False,normal
2025-11-24T00:00:00,2025-11-24,0,1937.61,2046.41,1.9376,2.0464,209.1,9.038,13.56,1.3873,True,anomaly
2025-11-24T01:00:00,2025-11-24,1,1339.29,1323.67,1.3393,1.3237,228.71,6.809,9.38,0.9589,True,anomaly
2025-11-24T02:00:00,2025-11-24,2,1824.63,1896.81,1.8246,1.8968,230.06,8.864,12.77,1.3064,False,normal
2025-11-24T03:00:00,2025-11-24,3,1777.49,1774.59,1.7775,1.7746,219.9,8.27,12.44,1.2727,False,normal
2025-11-24T04:00:00,2025-11-24,4,3045.65,2962.16,3.0456,2.9622,211.41,14.578,21.32,2.1807,True,anomaly
2025-11-24T05:00:00,2025-11-24,5,0.0,0.0,0.0,0.0,227.94,0.0,0.0,0.0,False,normal
2025-11-24T06:00:00,2025-11-24,6,3562.5,3163.71,3.5625,3.1637,226.79,16.66,24.94,2.5507,False,normal
2025-11-24T07:00:00,2025-11-24,7,3419.6,3145.66,3.4196,3.1457,221.42,16.654,23.94,2.4484,False,normal
2025-11-24T08:00:00,2025-11-24,8,3276.49,3367.92,3.2765,3.3679,220.31,15.423,22.94,2.346,False,normal
2025-11-24T09:00:00,2025-11-24,9,5350.15,4848.27,5.3502,4.8483,223.62,24.753,37.45,3.8307,True,anomaly
2025-11-24T10:00:00,2025-11-24,10,2868.28,3143.25,2.8683,3.1433,210.75,15.209,20.08,2.0537,False,normal
2025-11-24T11:00:00,2025-11-24,11,4560.71,4845.02,4.5607,4.845,227.27,22.617,31.92,3.2655,False,normal
2025-11-24T12:00:00,2025-11-24,12,1600.15,1498.09,1.6002,1.4981,219.53,8.249,11.2,1.1457,False,normal
2025-11-24T13:00:00,2025-11-24,13,3354.5,3044.69,3.3545,3.0447,210.31,15.635,23.48,2.4018,False,normal
2025-11-24T14:00:00,2025-11-24,14,4432.47,4274.5,4.4325,4.2745,216.05,23.357,31.03,3.1737,False,normal
2025-11-24T15:00:00,2025-11-24,15,3772.47,3506.7,3.7725,3.5067,222.82,18.242,26.41,2.7011,False,normal
2025-11-24T16:00:00,2025-11-24,16,4820.88,4962.21,4.8209,4.9622,226.0,22.505,33.75,3.4518,False,normal
2025-11-24T17:00:00,2025-11-24,17,1604.94,1776.86,1.6049,1.7769,216.45,8.045,11.23,1.1491,False,normal
2025-11-24T18:00:00,2025-11-24,18,4660.58,3913.15,4.6606,3.9131,228.8,23.659,32.62,3.337,False,normal
2025-11-24T19:00:00,2025-11-24,19,5428.73,5023.89,5.4287,5.0239,209.76,24.683,38.0,3.887,False,normal
2025-11-24T20:00:00,2025-11-24,20,5061.33,4618.98,5.0613,4.619,225.39,24.355,35.43,3.6239,False,normal
2025-11-24T21:00:00,2025-11-24,21,3481.26,3438.58,3.4813,3.4386,230.8,17.09,24.37,2.4926,True,anomaly
2025-11-24T22:00:00,2025-11-24,22,0.0,0.0,0.0,0.0,215.58,0.0,0.0,0.0,False,normal
2025-11-24T23:00:00,2025-11-24,23,1686.44,1679.76,1.6864,1.6798,210.6,8.362,11.81,1.2075,False,normal
2025-11-25T00:00:00,2025-11-25,0,2073.49,2091.76,2.0735,2.0918,211.72,9.964,14.51,1.4846,True,anomaly
2025-11-25T01:00:00,2025-11-25,1,1800.32,1797.33,1.8003,1.7973,216.73,8.387,12.6,1.289,True,anomaly
2025-11-25T02:00:00,2025-11-25,2,2877.31,2914.85,2.8773,2.9148,215.82,13.836,20.14,2.0602,True,anomaly
2025-11-25T03:00:00,2025-11-25,3,1888.79,1710.45,1.8888,1.7105,209.05,9.158,13.22,1.3524,False,normal
2025-11-25T04:00:00,2025-11-25,4,1857.97,1936.58,1.858,1.9366,227.26,9.883,13.01,1.3303,True,anomaly
2025-11-25T05:00:00,2025-11-25,5,1466.86,1401.08,1.4669,1.4011,222.0,7.222,10.27,1.0503,False,normal
2025-11-25T06:00:00,2025-11-25,6,2203.93,2063.01,2.2039,2.063,212.61,10.191,15.43,1.578,False,normal
2025-11-25T07:00:00,2025-11-25,7,2847.05,2631.74,2.8471,2.6317,215.62,14.13,19.93,2.0385,False,normal
2025-11-25T08:00:00,2025-11-25,8,91.63,89.31,0.0916,0.0893,213.21,0.448,0.64,0.0656,False,normal
2025-11-25T09:00:00,2025-11-25,9,3140.21,2912.51,3.1402,2.9125,226.96,15.446,21.98,2.2484,False,normal
2025-11-25T10:00:00,2025-11-25,10,3225.55,2814.76,3.2256,2.8148,216.97,14.999,22.58,2.3095,False,normal
2025-11-25T11:00:00,2025-11-25,11,2654.92,2474.25,2.6549,2.4743,229.56,14.029,18.58,1.9009,False,normal
2025-11-25T12:00:00,2025-11-25,12,3033.86,3111.06,3.0339,3.1111,227.36,14.313,21.24,2.1722,False,normal
2025-11-25T13:00:00,2025-11-25,13,3187.72,3122.99,3.1877,3.123,218.56,16.271,22.31,2.2824,False,normal
2025-11-25T14:00:00,2025-11-25,14,3103.82,3052.32,3.1038,3.0523,219.77,16.259,21.73,2.2223,False,normal
2025-11-25T15:00:00,2025-11-25,15,4834.46,4079.58,4.8345,4.0796,211.03,24.03,33.84,3.4615,True,anomaly
2025-11-25T16:00:00,2025-11-25,16,2429.81,2359.52,2.4298,2.3595,230.82,11.151,17.01,1.7397,False,normal
2025-11-25T17:00:00,2025-11-25,17,5172.81,4452.27,5.1728,4.4523,216.39,24.664,36.21,3.7037,False,normal
2025-11-25T18:00:00,2025-11-25,18,5097.93,4959.56,5.0979,4.9596,229.32,25.312,35.69,3.6501,False,normal
2025-11-25T19:00:00,2025-11-25,19,5077.65,5284.87,5.0776,5.2849,221.46,23.879,35.54,3.6356,False,normal
2025-11-25T20:00:00,2025-11-25,20,1849.82,1597.71,1.8498,1.5977,220.23,8.631,12.95,1.3245,False,normal
2025-11-25T21:00:00,2025-11-25,21,5160.32,5474.4,5.1603,5.4744,223.77,24.057,36.12,3.6948,True,anomaly
2025-11-25T22:00:00,2025-11-25,22,1483.59,1348.77,1.4836,1.3488,227.86,7.61,10.39,1.0623,False,normal
2025-11-25T23:00:00,2025-11-25,23,3332.77,3169.77,3.3328,3.1698,217.61,16.272,23.33,2.3863,True,anomaly
2025-11-26T00:00:00,2025-11-26,0,160.75,166.17,0.1608,0.1662,222.86,0.738,1.13,0.1151,False,normal
2025-11-26T01:00:00,2025-11-26,1,1444.97,1570.87,1.445,1.5709,216.05,6.995,10.11,1.0346,False,normal
2025-11-26T02:00:00,2025-11-26,2,0.0,0.0,0.0,0.0,225.79,0.0,0.0,0.0,False,normal
2025-11-26T03:00:00,2025-11-26,3,1666.53,1544.32,1.6665,1.5443,222.93,8.837,11.67,1.1932,False,normal
2025-11-26T04:00:00,2025-11-26,4,0.0,0.0,0.0,0.0,222.92,0.0,0.0,0.0,False,normal
2025-11-26T05:00:00,2025-11-26,5,1585.47,1465.19,1.5855,1.4652,230.61,7.35,11.1,1.1352,False,normal
2025-11-26T06:00:00,2025-11-26,6,2965.6,3303.57,2.9656,3.3036,220.12,14.688,20.76,2.1234,False,normal
2025-11-26T07:00:00,2025-11-26,7,1583.6,1580.16,1.5836,1.5802,214.84,8.452,11.09,1.1339,False,normal
2025-11-26T08:00:00,2025-11-26,8,3735.37,3672.18,3.7354,3.6722,228.74,17.145,26.15,2.6745,False,normal
2025-11-26T09:00:00,2025-11-26,9,3368.36,3493.81,3.3684,3.4938,213.88,17.97,23.58,2.4117,False,normal
2025-11-26T10:00:00,2025-11-26,10,3587.73,3424.56,3.5877,3.4246,228.9,17.755,25.11,2.5688,False,normal
2025-11-26T11:00:00,2025-11-26,11,4838.17,5071.65,4.8382,5.0716,215.9,24.032,33.87,3.4641,True,anomaly
2025-11-26T12:00:00,2025-11-26,12,1467.18,1432.2,1.4672,1.4322,214.99,6.906,10.27,1.0505,False,normal
2025-11-26T13:00:00,2025-11-26,13,2006.68,1946.31,2.0067,1.9463,215.93,9.446,14.05,1.4368,False,normal
2025-11-26T14:00:00,2025-11-26,14,3230.63,3396.49,3.2306,3.3965,213.55,15.2,22.61,2.3131,False,normal
2025-11-26T15:00:00,2025-11-26,15,4999.88,4706.99,4.9999,4.707,225.11,24.476,35.0,3.5799,False,normal
2025-11-26T16:00:00,2025-11-26,16,3074.29,3087.66,3.0743,3.0877,222.95,15.547,21.52,2.2012,False,normal
2025-11-26T17:00:00,2025-11-26,17,1854.9,1776.42,1.8549,1.7764,211.35,8.796,12.98,1.3281,False,normal
2025-11-26T18:00:00,2025-11-26,18,3417.15,3561.3,3.4171,3.5613,212.02,17.364,23.92,2.4467,False,normal
2025-11-26T19:00:00,2025-11-26,19,4959.22,4553.98,4.9592,4.554,223.67,23.934,34.71,3.5508,False,normal
2025-11-26T20:00:00,2025-11-26,20,4573.93,3668.14,4.5739,3.6681,212.03,23.924,32.02,3.2749,False,normal
2025-11-26T21:00:00,2025-11-26,21,1541.5,1315.83,1.5415,1.3158,220.66,7.738,10.79,1.1037,False,normal
2025-11-26T22:00:00,2025-11-26,22,3488.71,4119.48,3.4887,4.1195,213.64,16.787,24.42,2.4979,True,anomaly
2025-11-26T23:00:00,2025-11-26,23,0.0,0.0,0.0,0.0,225.09,0.0,0.0,0.0,False,normal
2025-11-27T00:00:00,2025-11-27,0,1421.56,1640.81,1.4216,1.6408,212.98,6.758,9.95,1.0178,False,normal
2025-11-27T01:00:00,2025-11-27,1,1611.07,1707.77,1.6111,1.7078,219.25,7.47,11.28,1.1535,False,normal
2025-11-27T02:00:00,2025-11-27,2,1471.14,1387.4,1.4711,1.3874,230.11,6.741,10.3,1.0533,True,anomaly
2025-11-27T03:00:00,2025-11-27,3,1413.39,1356.34,1.4134,1.3563,209.06,6.594,9.89,1.012,False,normal
2025-11-27T04:00:00,2025-11-27,4,1772.98,1655.86,1.773,1.6559,216.88,9.175,12.41,1.2695,True,anomaly
2025-11-27T05:00:00,2025-11-27,5,0.0,0.0,0.0,0.0,211.61,0.0,0.0,0.0,False,normal
2025-11-27T06:00:00,2025-11-27,6,3648.72,3514.7,3.6487,3.5147,209.8,17.145,25.54,2.6125,False,normal
2025-11-27T07:00:00,2025-11-27,7,3212.94,3347.73,3.2129,3.3477,219.7,15.993,22.49,2.3005,False,normal
2025-11-27T08:00:00,2025-11-27,8,3299.47,3619.89,3.2995,3.6199,222.42,17.582,23.1,2.3624,False,normal
2025-11-27T09:00:00,2025-11-27,9,4447.25,4825.64,4.4473,4.8256,217.92,23.531,31.13,3.1842,True,anomaly
2025-11-27T10:00:00,2025-11-27,10,4869.61,5104.38,4.8696,5.1044,210.55,24.491,34.09,3.4866,False,normal
2025-11-27T11:00:00,2025-11-27,11,3612.39,3972.62,3.6124,3.9726,214.35,17.261,25.29,2.5865,False,normal
2025-11-27T12:00:00,2025-11-27,12,3107.89,3299.23,3.1079,3.2992,217.67,14.798,21.76,2.2253,False,normal
2025-11-27T13:00:00,2025-11-27,13,57.19,53.41,0.0572,0.0534,212.59,0.264,0.4,0.0409,False,normal
